# addr size bucket subsystem class how
0057ff40      6 LEAK           gameobject/character               InventoryBox                                       vtable
0057ff50    240 LEAK           gameobject/character               ConcreteClassRep<InventoryType>                    callers
00580040     30 LEAK           gameobject/character               InventoryBox                                       vtable
00580060      5 LEAK           gameobject/character               InventoryBox                                       callers
00580070     95 MISSING-ENGINE engine/UNCLASSIFIED                WeaponPickupContextProperties                      callers
005800d0    213 MISSING-ENGINE engine/UNCLASSIFIED                WeaponPickupContextProperties                      callers
005801b0     23 MISSING-ENGINE engine/UNCLASSIFIED                WeaponPickupContextProperties                      callers
005801d0    379 MISSING-ENGINE engine/UNCLASSIFIED                WeaponPickupContextProperties                      callers
00580350     65 MISSING-ENGINE engine/UNCLASSIFIED                WeaponPickupContextProperties                      callers
005803a0     53 MISSING-ENGINE engine/UNCLASSIFIED                WeaponPickupContextProperties                      callers
005803e0     42 LEAK           gameobject/character               InventoryOwner                                     ctor/vtref
00580410      6 LEAK           gameobject/character               InventoryOwner                                     vtable
00580420     34 MISSING-ENGINE engine/UNCLASSIFIED                WeaponPickupContextProperties                      callers
00580450     30 LEAK           gameobject/character               InventoryOwner                                     vtable
00580470     67 MISSING-ENGINE engine/UNCLASSIFIED                WeaponPickupContextProperties                      callers
005804c0    390 MISSING-ENGINE engine/UNCLASSIFIED                WeaponPickupContextProperties                      callers
00580650    191 MISSING-ENGINE engine/UNCLASSIFIED                WeaponPickupContextProperties                      callers
00580710     27 LEAK           gameobject/ai                      AIActionExitVehicle                                callers
00580730     27 LEAK           gameobject/ai                      AIActionExitVehicle                                callers
00580750    445 LEAK           gameobject/ai                      AIActionExitVehicle                                between
00580910     10 LEAK           gameobject/ai                      AIActionExitVehicle                                callers
00580920     31 LEAK           gameobject/ai                      AICommands::Cmd_EnterVehicle                       callers
00580940      8 SHR-DERIVED    atg/pure3d                         content::LoadInventory::DynamicCaster<pure3d::Animation> callers
00580950     97 SHR-DERIVED    atg/pure3d                         (nearby)                                           layout-weak
005809c0     97 SHR-DERIVED    atg/pure3d                         (nearby)                                           layout-weak
00580a30     97 LEAK           gameobject/hud                     (nearby)                                           layout-weak
00580aa0      8 LEAK           gameobject/hud                     (nearby)                                           layout-weak
00580ab0      8 LEAK           gameobject/hud                     (nearby)                                           layout-weak
00580ac0     24 LEAK           gameobject/hud                     InvSelectionHUD                                    callers
00580ae0      6 LEAK           gameobject/hud                     InvSelectionHUD                                    callers
00580af0     32 LEAK           gameobject/ai                      AIActionExitVehicle                                callers
00580b10      7 LEAK           gameobject/character               CharacterObject                                    callers
00580b20     56 LEAK           gameobject/ai                      AITask_VehicleGetIn                                callers
00580b60     48 LEAK           gameobject/ai                      AITask_VehicleGetIn                                callers
00580b90     68 LEAK           gameobject/ai                      (nearby)                                           layout-weak
00580be0    129 LEAK           gameobject/character               CharacterObject                                    callers
00580c70    884 LEAK           gameobject/character               (nearby)                                           layout-weak
00580ff0    178 LEAK           gameobject/ai                      (nearby)                                           layout-weak
005810b0     84 LEAK           gameobject/ai                      AITask_VehicleGetIn                                callers
00581110    251 LEAK           gameobject/vehicle                 ActiveVehicleObject                                callers
00581210   1964 LEAK           gameobject/ai                      AIActionExitVehicle                                callers
00581a40     62 MISSING-ENGINE engine/character                   (nearby)                                           layout-weak
00581a80     46 MISSING-ENGINE engine/character                   AnimationAction                                    callers
00581ab0     68 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        callers
00581b00    240 LEAK           gameobject/ai                      (module-range)                                     layout
00581bf0    160 LEAK           gameobject/ai                      (module-range)                                     layout
00581c90     25 LEAK           gameobject/ai                      (module-range)                                     layout
00581cb0    491 LEAK           gameobject/ai                      (module-range)                                     layout
00581ea0    156 LEAK           gameobject/ai                      (module-range)                                     layout
00581f40    535 LEAK           gameobject/ai                      (module-range)                                     layout
00582160    499 LEAK           gameobject/ai                      (module-range)                                     layout
00582360    318 LEAK           gameobject/ai                      (module-range)                                     layout
005824a0    136 LEAK           gameobject/ai                      (module-range)                                     layout
005827b0    374 LEAK           gameobject/ai                      (module-range)                                     layout
00582930    230 LEAK           gameobject/ai                      (module-range)                                     layout
00582a20    543 LEAK           gameobject/ai                      AIActionExitVehicle                                callers
00582c40    209 LEAK           gameobject/ai                      (module-range)                                     layout
00582d20     75 LEAK           gameobject/ai                      (module-range)                                     layout
00582d70    122 LEAK           gameobject/ai                      (module-range)                                     layout
00582df0    153 LEAK           gameobject/ai                      (module-range)                                     layout
00582e90     69 LEAK           gameobject/ai                      (module-range)                                     layout
00582ee0    561 LEAK           gameobject/ai                      AITask_VehicleGetIn                                callers
00583120    267 LEAK           gameobject/vehicle                 ActiveVehicleObject                                callers
00583230    408 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        callers
005833d0    214 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        callers
005834b0    156 LEAK           gameobject/ai                      (nearby)                                           layout-weak
00583550     93 LEAK           gameobject/ai                      (nearby)                                           layout-weak
00583660    173 LEAK           gameobject/ai                      (nearby)                                           layout-weak
00583710    150 LEAK           gameobject/vehicle                 (nearby)                                           layout-weak
005837b0    483 LEAK           gameobject/vehicle                 (nearby)                                           layout-weak
005839a0    125 LEAK           gameobject/vehicle                 (nearby)                                           layout-weak
00583a20    710 LEAK           gameobject/vehicle                 ActiveVehicleObject                                callers
00583cf0    115 LEAK           gameobject/ai                      AIActionExitVehicle                                callers
00583d70    414 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        callers
00583f70     51 LEAK           gameobject/ai                      AITask_VehicleGetIn                                callers
00583fc0    348 LEAK           gameobject/ai                      AITask_VehicleGetIn                                between
00584120     46 LEAK           gameobject/ai                      AITask_VehicleGetIn                                callers
00584150    358 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        callers
005842c0    164 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        callers
00584370     44 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        callers
005843a0    130 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        callers
00584470     54 LEAK           gameobject/ai                      (module-range)                                     layout
005844b0    889 LEAK           gameobject/ai                      AITask_VehicleGetIn                                callers
00584840   2759 LEAK           gameobject/ai                      AIActionExitVehicle                                callers
00585330    705 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        callers
00585600    702 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        between
005858c0     80 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        between
00585910    104 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        between
005859a0    111 LEAK           gameobject/ai                      AICommands::Cmd_ExitVehicle                        callers
00585a20    701 LEAK           gameobject/ai                      AITask_VehicleGetIn                                callers
00585ce0    140 LEAK           gameobject/character               (nearby)                                           layout-weak
00585d70    354 LEAK           gameobject/character               (nearby)                                           layout-weak
00585ee0     25 LEAK           gameobject/character               (nearby)                                           layout-weak
00585f00    174 LEAK           gameobject/character               CharacterObject                                    callers
00585fd0    252 LEAK           gameobject/character               CharacterObject                                    callers
005860e0    171 LEAK           gameobject/character               CharacterObject                                    callers
00586190    281 LEAK           gameobject/character               CharacterObject                                    between
005862b0      6 LEAK           gameobject/character               CharacterObject                                    between
005862c0     91 LEAK           gameobject/character               CharacterObject                                    between
00586320      7 LEAK           gameobject/character               CharacterObject                                    callers
00586330    116 LEAK           gameobject/character               (nearby)                                           layout-weak
005863b0    119 LEAK           gameobject/character               (nearby)                                           layout-weak
00586430     36 LEAK           gameobject/character               (nearby)                                           layout-weak
00586460    101 LEAK           gameobject/character               (nearby)                                           layout-weak
00586510    193 LEAK           gameobject/character               (nearby)                                           layout-weak
005865e0     27 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586600     28 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586620     28 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586640    168 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
005867b0     49 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
005867f0    232 MISSING-ENGINE engine/nis                         NISManager                                         callers
005868e0     17 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586900    136 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586990    123 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586a10     79 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586a60    177 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586b20     23 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586b40     12 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586b50     30 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586b70     94 MISSING-ENGINE engine/nis                         (nearby)                                           layout-weak
00586bd0     19 LEAK           gameobject/character               (nearby)                                           layout-weak
00586bf0    709 LEAK           gameobject/character               (nearby)                                           layout-weak
00586f70     31 LEAK           gameobject/character               (nearby)                                           layout-weak
00586f90      5 LEAK           gameobject/character               (nearby)                                           layout-weak
00586fa0    115 LEAK           gameobject/character               ConcreteClassRep<DanceState>                       ctor/vtref
00587020     42 LEAK           gameobject/character               ConcreteClassRep<DanceState>                       vtable
00587050     32 LEAK           gameobject/character               ConcreteClassRep<DanceState>                       vtable
00587070    115 LEAK           gameobject/character               ConcreteClassRep<Stamina>                          ctor/vtref
005870f0     42 LEAK           gameobject/character               ConcreteClassRep<Stamina>                          vtable
00587120     36 LEAK           gameobject/character               ConcreteClassRep<Stamina>                          vtable
00587150     13 LEAK           gameobject/character               (module-range)                                     layout
00587160      5 LEAK           gameobject/character               (module-range)                                     layout
00587170     13 LEAK           gameobject/character               (module-range)                                     layout
00587180     72 LEAK           gameobject/character               (module-range)                                     layout
005871d0     15 LEAK           gameobject/character               (module-range)                                     layout
005871e0     24 LEAK           gameobject/character               (module-range)                                     layout
00587200     18 LEAK           gameobject/character               (module-range)                                     layout
00587220     26 LEAK           gameobject/character               (module-range)                                     layout
00587240     18 LEAK           gameobject/character               (module-range)                                     layout
00587260     18 LEAK           gameobject/character               (module-range)                                     layout
00587280      9 LEAK           gameobject/character               (module-range)                                     layout
00587290     18 LEAK           gameobject/character               (module-range)                                     layout
005872b0    176 LEAK           gameobject/character               (module-range)                                     layout
00587360     35 LEAK           gameobject/character               (module-range)                                     layout
00587390      9 LEAK           gameobject/character               (module-range)                                     layout
005873a0     11 LEAK           gameobject/character               (module-range)                                     layout
005873b0     11 LEAK           gameobject/character               (module-range)                                     layout
005873c0     28 LEAK           gameobject/character               (module-range)                                     layout
005873e0      9 LEAK           gameobject/character               (module-range)                                     layout
005873f0      9 LEAK           gameobject/character               (module-range)                                     layout
00587400      9 LEAK           gameobject/character               (module-range)                                     layout
00587410     15 LEAK           gameobject/character               (module-range)                                     layout
00587420     12 LEAK           gameobject/character               (module-range)                                     layout
00587430     12 LEAK           gameobject/character               (module-range)                                     layout
00587440     15 LEAK           gameobject/character               (module-range)                                     layout
00587450     27 LEAK           gameobject/character               (module-range)                                     layout
00587470     24 LEAK           gameobject/character               (module-range)                                     layout
00587490     26 LEAK           gameobject/character               (module-range)                                     layout
005874b0      9 LEAK           gameobject/character               (module-range)                                     layout
005874c0      9 LEAK           gameobject/character               (module-range)                                     layout
005874d0     74 LEAK           gameobject/character               (module-range)                                     layout
00587520     74 LEAK           gameobject/character               (module-range)                                     layout
00587570     93 LEAK           gameobject/character               (module-range)                                     layout
005875d0     32 LEAK           gameobject/character               (module-range)                                     layout
005875f0      9 LEAK           gameobject/character               (module-range)                                     layout
00587600      9 LEAK           gameobject/character               (module-range)                                     layout
00587610     73 LEAK           gameobject/character               (module-range)                                     layout
00587660     27 LEAK           gameobject/character               (module-range)                                     layout
00587680     35 LEAK           gameobject/character               (module-range)                                     layout
005876b0     11 LEAK           gameobject/character               (module-range)                                     layout
005876c0     28 LEAK           gameobject/character               (module-range)                                     layout
005876e0     58 LEAK           gameobject/character               (module-range)                                     layout
00587720     37 LEAK           gameobject/character               (module-range)                                     layout
00587750     45 LEAK           gameobject/character               (module-range)                                     layout
00587780      9 LEAK           gameobject/character               (module-range)                                     layout
00587790    112 LEAK           gameobject/character               (module-range)                                     layout
00587800     35 LEAK           gameobject/character               (module-range)                                     layout
00587830      9 LEAK           gameobject/character               (module-range)                                     layout
00587840    120 LEAK           gameobject/character               (module-range)                                     layout
005878c0     19 LEAK           gameobject/character               (module-range)                                     layout
005878e0     17 LEAK           gameobject/character               (module-range)                                     layout
00587900      9 LEAK           gameobject/character               (module-range)                                     layout
00587910      9 LEAK           gameobject/character               (module-range)                                     layout
00587920     22 LEAK           gameobject/character               (module-range)                                     layout
00587940     38 LEAK           gameobject/character               (module-range)                                     layout
00587970     46 LEAK           gameobject/character               (module-range)                                     layout
005879a0      9 LEAK           gameobject/character               (module-range)                                     layout
005879b0     34 LEAK           gameobject/character               (module-range)                                     layout
005879e0     16 LEAK           gameobject/character               (module-range)                                     layout
005879f0     16 LEAK           gameobject/character               (module-range)                                     layout
00587a00     47 LEAK           gameobject/character               (module-range)                                     layout
00587a30     37 LEAK           gameobject/character               (module-range)                                     layout
00587a60     27 LEAK           gameobject/character               (module-range)                                     layout
00587a80     26 LEAK           gameobject/character               (module-range)                                     layout
00587aa0     28 LEAK           gameobject/character               (module-range)                                     layout
00587ac0     44 LEAK           gameobject/character               (module-range)                                     layout
00587af0      9 LEAK           gameobject/character               (module-range)                                     layout
00587b00     46 LEAK           gameobject/character               (module-range)                                     layout
00587b30     39 LEAK           gameobject/character               (module-range)                                     layout
00587b60    171 LEAK           gameobject/character               (module-range)                                     layout
00587c10      8 LEAK           gameobject/character               (module-range)                                     layout
00587c20      8 LEAK           gameobject/character               (module-range)                                     layout
00587c30      8 LEAK           gameobject/character               (module-range)                                     layout
00587c40      8 LEAK           gameobject/character               (module-range)                                     layout
00587c50      8 LEAK           gameobject/character               (module-range)                                     layout
00587c60      8 LEAK           gameobject/character               (module-range)                                     layout
00587c70    100 LEAK           gameobject/character               (module-range)                                     layout
00587ce0    523 LEAK           gameobject/character               (module-range)                                     layout
00587ef0    129 LEAK           gameobject/character               (module-range)                                     layout
00587f80    215 LEAK           gameobject/character               (module-range)                                     layout
00588060     73 LEAK           gameobject/character               (module-range)                                     layout
005880b0    274 LEAK           gameobject/character               (module-range)                                     layout
005881d0     67 LEAK           gameobject/character               (module-range)                                     layout
00588220    117 LEAK           gameobject/character               (module-range)                                     layout
005882a0     29 LEAK           gameobject/character               (module-range)                                     layout
005882c0     20 LEAK           gameobject/character               (module-range)                                     layout
005882e0    131 LEAK           gameobject/character               (module-range)                                     layout
00588370    220 LEAK           gameobject/character               (module-range)                                     layout
00588450     21 LEAK           gameobject/character               (module-range)                                     layout
00588470     21 LEAK           gameobject/character               (module-range)                                     layout
00588490    110 LEAK           gameobject/character               (module-range)                                     layout
00588500     57 LEAK           gameobject/character               (module-range)                                     layout
00588540    115 LEAK           gameobject/character               ConcreteClassRep<CharacterObject>                  ctor/vtref
005885c0     45 LEAK           gameobject/character               ConcreteClassRep<CharacterObject>                  vtable
005885f0    103 MISSING-ENGINE engine/script                      CScript::Method0<_>                                ctor/vtref
00588660     18 MISSING-ENGINE engine/script                      CScript::Method0<_>                                vtable
00588680    103 MISSING-ENGINE engine/script                      CScript::Method5<void,_,CharacterObject::EMeleeAttackType,int,_,char> ctor/vtref
005886f0     25 MISSING-ENGINE engine/script                      CScript::Method5<void,_,CharacterObject::EMeleeAttackType,int,_,char> vtable
00588710     69 MISSING-ENGINE engine/script                      CScript::Method5<void,_,CharacterObject::EMeleeAttackType,int,_,char> callers
00588760    103 MISSING-ENGINE engine/script                      CScript::Method1<void,ScriptObject>                ctor/vtref
005887d0     20 MISSING-ENGINE engine/script                      CScript::Method1<void,ScriptObject>                vtable
005887f0    101 MISSING-ENGINE engine/script                      CScript::?                                         between-ns
00588860    103 MISSING-ENGINE engine/script                      CScript::Method2<void,ScriptObject,float>          ctor/vtref
005888d0     40 MISSING-ENGINE engine/script                      CScript::Method2<void,ScriptObject,float>          vtable
00588900    103 MISSING-ENGINE engine/script                      CScript::Method3<void,char,char,float>             ctor/vtref
00588970     50 MISSING-ENGINE engine/script                      CScript::Method3<void,char,char,float>             vtable
005889b0    103 MISSING-ENGINE engine/script                      CScript::Method0<ScriptObject>                     ctor/vtref
00588a20     18 MISSING-ENGINE engine/script                      CScript::Method0<int>                              vtable
00588a40    103 MISSING-ENGINE engine/script                      CScript::Method3<void,char,int,_>                  ctor/vtref
00588ab0     50 MISSING-ENGINE engine/script                      CScript::Method3<void,char,int,_>                  vtable
00589580     36 LEAK           gameobject/character               ConcreteClassRep<CharacterObject>                  vtable
005895b0     13 LEAK           gameobject/character               (module-range)                                     layout
005895c0     27 LEAK           gameobject/character               (module-range)                                     layout
005895e0     11 LEAK           gameobject/character               (module-range)                                     layout
005895f0    115 LEAK           gameobject/character               (module-range)                                     layout
00589670     45 LEAK           gameobject/character               (module-range)                                     layout
005896a0    115 LEAK           gameobject/character               ConcreteClassRep<Civilian>                         ctor/vtref
00589720     45 LEAK           gameobject/character               ConcreteClassRep<Civilian>                         vtable
00589750     39 LEAK           gameobject/character               ConcreteClassRep<Civilian>                         vtable
00589780    115 LEAK           gameobject/character               ConcreteClassRep<CivilianInterior>                 ctor/vtref
00589800     45 LEAK           gameobject/character               ConcreteClassRep<CivilianInterior>                 vtable
00589830    115 LEAK           gameobject/character               ConcreteClassRep<DeadBody>                         ctor/vtref
005898b0     45 LEAK           gameobject/character               ConcreteClassRep<DeadBody>                         vtable
005898e0    115 LEAK           gameobject/character               ConcreteClassRep<ScriptCharacter>                  ctor/vtref
00589960     45 LEAK           gameobject/character               ConcreteClassRep<ScriptCharacter>                  vtable
00589990    115 LEAK           gameobject/character               ConcreteClassRep<DWHenchman>                       ctor/vtref
00589a10     45 LEAK           gameobject/character               ConcreteClassRep<DWHenchman>                       vtable
00589a40    115 LEAK           gameobject/character               ConcreteClassRep<GangMember>                       ctor/vtref
00589ac0     45 LEAK           gameobject/character               ConcreteClassRep<GangMember>                       vtable
00589af0    115 LEAK           gameobject/character               ConcreteClassRep<DWStreetDealer>                   ctor/vtref
00589b70     45 LEAK           gameobject/character               ConcreteClassRep<DWStreetDealer>                   vtable
00589ba0     39 LEAK           gameobject/character               ConcreteClassRep<DWStreetDealer>                   vtable
00589bd0    103 MISSING-ENGINE engine/script                      CScript::Function2<void,ScriptObject,uint>         ctor/vtref
00589c40     29 MISSING-ENGINE engine/script                      CScript::Function2<void,ScriptObject,uint>         vtable
00589c60    103 MISSING-ENGINE engine/script                      CScript::Function3<void,ScriptObject,uint,_>       ctor/vtref
00589cd0     49 MISSING-ENGINE engine/script                      CScript::Function3<void,ScriptObject,uint,_>       vtable
0058a200    118 LEAK           gameobject/character               (nearby)                                           layout-weak
0058a2e0     36 LEAK           gameobject/character               (nearby)                                           layout-weak
0058a310     26 LEAK           gameobject/character               ConcreteClassRep<CivilianInterior>                 vtable
0058a330     36 LEAK           gameobject/character               ConcreteClassRep<DeadBody>                         vtable
0058a360     36 LEAK           gameobject/character               ConcreteClassRep<ScriptCharacter>                  vtable
0058a390     36 LEAK           gameobject/character               ConcreteClassRep<DWHenchman>                       vtable
0058a3c0     36 LEAK           gameobject/character               ConcreteClassRep<GangMember>                       vtable
0058a450      9 LEAK           gameobject/character               ConcreteClassRep<InventoryType>                    callers
0058a460     28 LEAK           gameobject/character               (module-range)                                     layout
0058a480     28 LEAK           gameobject/character               (module-range)                                     layout
0058a4a0     48 LEAK           gameobject/character               (module-range)                                     layout
0058a4d0     28 LEAK           gameobject/character               (module-range)                                     layout
0058a4f0     28 LEAK           gameobject/character               (module-range)                                     layout
0058a540    115 LEAK           gameobject/character               ConcreteClassRep<InventoryObject>                  ctor/vtref
0058a5c0     42 LEAK           gameobject/character               ConcreteClassRep<InventoryObject>                  vtable
0058a5f0     36 LEAK           gameobject/character               ConcreteClassRep<InventoryObject>                  vtable
0058a620    115 LEAK           gameobject/character               ConcreteClassRep<InventoryType>                    ctor/vtref
0058a6a0     42 LEAK           gameobject/character               ConcreteClassRep<InventoryType>                    vtable
0058a6d0     87 LEAK           gameobject/character               ConcreteClassRep<InventoryType>                    vtable
0058a730    115 LEAK           gameobject/character               ConcreteClassRep<InventoryBox>                     ctor/vtref
0058a7b0     42 LEAK           gameobject/character               ConcreteClassRep<InventoryBox>                     vtable
0058a7e0     84 LEAK           gameobject/character               ConcreteClassRep<InventoryBox>                     vtable
0058a840    151 LEAK           gameobject/character               (module-range)                                     layout
0058a8e0    110 LEAK           gameobject/character               (module-range)                                     layout
0058a950     18 LEAK           gameobject/character               (module-range)                                     layout
0058a970    115 LEAK           gameobject/character               ConcreteClassRep<InventoryOwner>                   ctor/vtref
0058a9f0     45 LEAK           gameobject/character               ConcreteClassRep<InventoryOwner>                   vtable
0058aa20     61 LEAK           gameobject/character               ConcreteClassRep<InventoryOwner>                   vtable
0058abb0      5 LEAK           gameobject/spawnobject             (nearby)                                           layout-weak
0058abc0     16 LEAK           gameobject/spawnobject             (nearby)                                           layout-weak
0058abd0     16 LEAK           gameobject/spawnobject             (nearby)                                           layout-weak
0058abe0    115 LEAK           gameobject/spawnobject             (nearby)                                           layout-weak
0058ac60     45 LEAK           gameobject/spawnobject             (nearby)                                           layout-weak
0058ac90     36 LEAK           gameobject/spawnobject             (nearby)                                           layout-weak
0058acc0     10 LEAK           gameobject/spawnobject             VehicleSpawnObject                                 callers
0058acd0     91 LEAK           gameobject/character               SniperState                                        vtable
0058ad30      7 LEAK           gameobject/character               SniperState                                        between
0058ad40      7 LEAK           gameobject/character               SniperState                                        between
0058ad50     96 LEAK           gameobject/character               SniperState                                        callers
0058adb0    177 LEAK           gameobject/character               SniperState                                        callers
0058ae70    127 LEAK           gameobject/character               SniperState                                        callers
0058aef0     17 LEAK           gameobject/spawnobject             VehicleSpawnObject                                 callers
0058af10    220 LEAK           gameobject/character               SniperState                                        ctor/vtref
0058aff0     79 LEAK           gameobject/character               SniperState                                        ctor/vtref
0058b040    339 LEAK           gameobject/character               SniperState                                        vtable
0058b1a0     30 LEAK           gameobject/character               SniperState                                        vtable
0058b1c0     26 LEAK           gameobject/character               CharacterObject                                    callers
0058b1e0    666 LEAK           gameobject/character               CharacterObject                                    callers
0058b480    252 LEAK           gameobject/character               CharacterObject                                    callers
0058b580     11 MISSING-ENGINE engine/weapon                      WeaponStreamingClient                              callers
0058b590     10 MISSING-ENGINE engine/weapon                      (nearby)                                           layout-weak
0058b5a0     64 MISSING-ENGINE engine/weapon                      (nearby)                                           layout-weak
0058b5e0    164 MISSING-ENGINE engine/weapon                      (nearby)                                           layout-weak
0058b690      4 LEAK           gameobject/character               (nearby)                                           layout-weak
0058b6c0    289 LEAK           gameobject/character               CharacterObject                                    callers
0058b830    267 LEAK           gameobject/character               CharacterObject                                    callers
0058b940     44 LEAK           gameobject/character               CharacterObject                                    callers
0058b970     44 LEAK           gameobject/character               CharacterObject                                    callers
0058b9a0     78 LEAK           gameobject/character               WallCover                                          callers
0058b9f0     78 LEAK           gameobject/character               (module-range)                                     layout
0058ba40     13 LEAK           gameobject/character               CharacterObject                                    callers
0058ba50     43 LEAK           gameobject/fighttree               NISCharacterEffectAction                           callers
0058ba80     75 LEAK           gameobject/character               CharacterObject                                    callers
0058bad0    206 LEAK           gameobject/character               CharacterObject                                    callers
0058bba0    190 LEAK           gameobject/character               CharacterObject                                    callers
0058bc60    238 LEAK           gameobject/character               CharacterObject                                    callers
0058bd50     77 LEAK           gameobject/character               CharacterObject                                    between
0058bda0     98 LEAK           gameobject/character               CharacterObject                                    callers
0058be10     53 LEAK           gameobject/character               CharacterObject                                    callers
0058be50     91 LEAK           gameobject/character               CharacterObject                                    between
0058beb0     33 LEAK           gameobject/character               CharacterObject                                    callers
0058bee0     46 LEAK           gameobject/character               CharacterObject                                    between
0058bf10     43 LEAK           gameobject/character               CharacterObject                                    between
0058bf40     90 LEAK           gameobject/character               CharacterObject                                    between
0058bfa0     60 LEAK           gameobject/character               CharacterObject                                    callers
0058bfe0    349 LEAK           gameobject/character               CharacterObject                                    callers
0058c140    322 LEAK           gameobject/character               CharacterObject                                    callers
0058c290    988 LEAK           gameobject/character               CharacterObject                                    callers
0058c670   1415 LEAK           gameobject/character               CharacterObject                                    callers
0058cc10    157 LEAK           gameobject/character               CharacterObject                                    callers
0058ccb0    168 LEAK           gameobject/character               CharacterObject                                    callers
0058cd60    326 LEAK           gameobject/character               CharacterObject                                    callers
0058ceb0    258 LEAK           gameobject/character               CharacterObject                                    callers
0058cfc0     69 LEAK           gameobject/character               CharacterObject                                    callers
0058d010    135 LEAK           gameobject/character               CharacterObject                                    between
0058d0a0    821 LEAK           gameobject/character               CharacterObject                                    callers
0058d3e0    370 LEAK           gameobject/character               CharacterObject                                    callers
0058d560     74 LEAK           gameobject/character               CharacterObject                                    between
0058d5b0    127 LEAK           gameobject/character               CharacterObject                                    between
0058d630    418 LEAK           gameobject/character               CharacterObject                                    callers
0058d7e0    525 LEAK           gameobject/character               CharacterObject                                    callers
0058d9f0    357 LEAK           gameobject/ai                      AICommandMods::Mod_GunUp                           callers
0058db60     17 LEAK           gameobject/character               (nearby)                                           layout-weak
